2.78797818975537,1.58554350573123,2.35085678316764,2.59073622406866,2.35716875421675,2.55909473905841,2.0230901961732,1.57673766515681,2.64771420628841,2.13559984471992
1.58554350573123,2.64748000729881,2.72512069436066,2.19294076722717,2.12226126236228,1.47933739663865,1.52381491832743,1.56987349542435,2.62994387581917,1.83854158902621
2.35085678316764,2.72512069436066,4.15878277544818,2.92187389652406,3.01578007719555,2.23174573099406,2.32925889662792,1.88676807190004,3.40124806256226,2.65872480358671
2.59073622406866,2.19294076722717,2.92187389652406,3.16626218388717,2.82544410252026,2.65443146029468,2.1634665043375,1.73105453112729,2.94964846249953,1.99972268272733
2.35716875421675,2.12226126236228,3.01578007719555,2.82544410252026,3.60864765887956,2.05429516642113,2.54676764723871,1.97844799263978,3.03359061614011,2.3329794196152
2.55909473905841,1.47933739663865,2.23174573099406,2.65443146029468,2.05429516642113,3.18391514826254,1.60658956201487,1.38319522432001,2.5791288772757,1.68226432490183
2.0230901961732,1.52381491832743,2.32925889662792,2.1634665043375,2.54676764723871,1.60658956201487,2.36529410047501,1.66368306160642,2.53696314784616,2.0883830245253
1.57673766515681,1.56987349542435,1.88676807190004,1.73105453112729,1.97844799263978,1.38319522432001,1.66368306160642,2.19001652288392,2.73536180446616,2.00310177623564
2.64771420628841,2.62994387581917,3.40124806256226,2.94964846249953,3.03359061614011,2.5791288772757,2.53696314784616,2.73536180446616,4.05106544471798,2.89329696163326
2.13559984471992,1.83854158902621,2.65872480358671,1.99972268272733,2.3329794196152,1.68226432490183,2.0883830245253,2.00310177623564,2.89329696163326,2.55782682707023
